"Code","Description","Parent","Table","Version"
"F912","Circulation area","F91","F","1.4"
"F913","Services area","F91","F","1.4"
"F914","Structural element area","F91","F","1.4"
"F919","Gross area","F91","F","1.4"
"F92","Building space analysed according to RICS and ISVA Code of measuring practice","F9","F","1.4"
"F921","Net Internal Area","F92","F","1.4"
"G","Elements for construction","uniclass","G","1.4"
"G1","Site preparation","G","G","1.4"
"G11","Site preparation Clearance","G1","G","1.4"
"G12","Site preparation Contouring","G1","G","1.4"
"G13","Site preparation Stabilisation","G1","G","1.4"
"G14","Site preparation Trench","G1","G","1.4"
"G15","Site preparation investigation","G1","G","1.4"
"G151","Site preparation investigation Boreholes","G15","G","1.4"
"G152","Site preparation investigation Test Pits","G15","G","1.4"
"G1521","Site preparation investigation Test Pits  Porosity pits","G152","G","1.4"
"G153","Site preparation investigation Trenches","G15","G","1.4"
"G16","Site preparation Ground Measurement","G1","G","1.4"
"G161","Site preparation Ground Measurement Piezometers","G16","G","1.4"
"G162","Site preparation Ground Measurement Waterstrikes","G16","G","1.4"
"G2","Fabric complete elements","G","G","1.4"
"G21","Foundations","G2","G","1.4"
"G211","Foundations","G21","G","1.4"
"G212","Foundations Pier","G21","G","1.4"
"G213","Foundations Compensated","G21","G","1.4"
"G214","Foundations Pile Caps","G21","G","1.4"
"G2141","Foundations Pile Caps Insitu concrete","G214","G","1.4"
"G2142","Foundations Pile Caps Precast concrete","G214","G","1.4"
"G215","Foundations Piles","G21","G","1.4"
"G2151","Foundations Piles Insitu concrete","G215","G","1.4"
"G2152","Foundations Piles End bearing","G215","G","1.4"
"G2153","Foundations Piles Friction","G215","G","1.4"
"G2154","Foundations Piles Settlement reducing","G215","G","1.4"
"G2155","Foundations Piles Tension","G215","G","1.4"
"G2156","Foundations Piles Laterally loaded","G215","G","1.4"
"G2157","Foundations Piles Infill","G215","G","1.4"
"G216","Foundations Strip","G21","G","1.4"
"G217","Foundations Raft","G21","G","1.4"
"G218","Foundations Pad","G21","G","1.4"
"G219","Foundations Cassions","G21","G","1.4"
"G22","Floors","G2","G","1.4"
"G23","Stairs","G2","G","1.4"
"G24","Roofs","G2","G","1.4"
"G241","Roofs Flat","G24","G","1.4"
"G242","Roofs Pitched","G24","G","1.4"
"G243","Roofs Mono-pitched","G24","G","1.4"
"G244","Roofs Lean to","G24","G","1.4"
"G245","Roofs Cable tension","G24","G","1.4"
"G246","Roofs Retractable","G24","G","1.4"
"G247","Roofs Prefabricated","G24","G","1.4"
"G248","Roofs Canopy","G24","G","1.4"
"G25","Walls","G2","G","1.4"
"G251","Walls External","G25","G","1.4"
"G2511","Walls External Complete","G251","G","1.4"
"G25111","Walls External Complete Brick","G2511","G","1.4"
"G25112","Walls External Complete Block","G2511","G","1.4"
"G25113","Walls External Complete Concrete","G2511","G","1.4"
"G251131","Walls External Complete Concrete Mass","G25113","G","1.4"
"G251132","Walls External Complete Concrete Precast","G25113","G","1.4"
"G25114","Walls External Complete Glazed","G2511","G","1.4"
"G25115","Walls External Complete Drystone","G2511","G","1.4"
"G251151","Walls External Complete Drystone Concrete Rubble","G25115","G","1.4"
"G251152","Walls External Complete Drystone Natrural Stone","G25115","G","1.4"
"G2512","Walls External Finish External","G251","G","1.4"
"G2513","Walls External Structure","G251","G","1.4"
"G2514","Walls External Substrate","G251","G","1.4"
"G2515","Walls External Finish Internal","G251","G","1.4"
"G2516","Walls External Insulant","G251","G","1.4"
"G2517","Walls External Membrane","G251","G","1.4"
"G2518","Walls External Edge","G251","G","1.4"
"G2519","Walls External Parts","G251","G","1.4"
"G252","Walls Internal","G25","G","1.4"
"G2521","Walls Internal Complete","G252","G","1.4"
"G25211","Walls Internal Complete Brick","G2521","G","1.4"
"G25212","Walls Internal Complete Block","G2521","G","1.4"
"G25213","Walls Internal Complete Concrete","G2521","G","1.4"
"G2522","Walls Internal Finish External","G252","G","1.4"
"G2523","Walls Internal Structure","G252","G","1.4"
"G2524","Walls Internal Substrate","G252","G","1.4"
"G2525","Walls Internal Finish Internal","G252","G","1.4"
"G2526","Walls Internal Insulant","G252","G","1.4"
"G2527","Walls Internal Membrane","G252","G","1.4"
"G2528","Walls Internal Edge","G252","G","1.4"
"G2529","Walls Internal Parts","G252","G","1.4"
"G253","Walls Partition","G25","G","1.4"
"G2531","Walls Partition Complete","G253","G","1.4"
"G2532","Walls Partition Finish External","G253","G","1.4"
"G2533","Walls Partition Structure","G253","G","1.4"
"G2534","Walls Partition Substrate","G253","G","1.4"
"G2535","Walls Partition Finish Internal","G253","G","1.4"
"G2536","Walls Partition Insulant","G253","G","1.4"
"G2537","Walls Partition Membrane","G253","G","1.4"
"G2538","Walls Partition Edge","G253","G","1.4"
"G2539","Walls Partition Parts","G253","G","1.4"
"G254","Walls Retaining","G25","G","1.4"
"G2541","Walls Retaining Complete","G254","G","1.4"
"G2542","Walls Retaining Finish External","G254","G","1.4"
"G2543","Walls Retaining Structure","G254","G","1.4"
"G2544","Walls Retaining Substrate","G254","G","1.4"
"G2545","Walls Retaining Finish Internal","G254","G","1.4"
"G2546","Walls Retaining Insulant","G254","G","1.4"
"G2547","Walls Retaining Membrane","G254","G","1.4"
"G2548","Walls Retaining Edge","G254","G","1.4"
"G2549","Walls Retaining Parts","G254","G","1.4"
"G255","Walls Site","G25","G","1.4"
"G2551","Walls Site Complete","G255","G","1.4"
"G2552","Walls Site Finish External","G255","G","1.4"
"G2553","Walls Site Structure","G255","G","1.4"
"G2554","Walls Site Substrate","G255","G","1.4"
"G2555","Walls Site Finish Internal","G255","G","1.4"
"G2556","Walls Site Insulant","G255","G","1.4"
"G2557","Walls Site Membrane","G255","G","1.4"
"G2558","Walls Site Edge","G255","G","1.4"
"G2559","Walls Site Parts","G255","G","1.4"
"G256","Walls Substructure","G25","G","1.4"
"G2561","Walls Substructure Complete","G256","G","1.4"
"G2562","Walls Substructure Finish External","G256","G","1.4"
"G2563","Walls Substructure Structure","G256","G","1.4"
"G2564","Walls Substructure Substrate","G256","G","1.4"
"G2565","Walls Substructure Finish Internal","G256","G","1.4"
"G2566","Walls Substructure Insulant","G256","G","1.4"
"G2567","Walls Substructure Membrane","G256","G","1.4"
"G2568","Walls Substructure Edge","G256","G","1.4"
"G2569","Walls Substructure Parts","G256","G","1.4"
"G257","Curtain Walls","G25","G","1.4"
"G2571","Curtain Wall Framing","G257","G","1.4"
"G2572","Curtain Wall Cladding Panels","G257","G","1.4"
"G2573","Curtain Wall Cladding Units","G257","G","1.4"
"G2574","Curtain Wall Cladding Grid","G257","G","1.4"
"G26","Frame isolated structural members","G2","G","1.4"
"G261","Beams","G26","G","1.4"
"G2611","Beams Insitu concrete","G261","G","1.4"
"G2612","Beams Precast concrete","G261","G","1.4"
"G2613","Beams Steel","G261","G","1.4"
"G2614","Beams Cast iron","G261","G","1.4"
"G262","Columns","G26","G","1.4"
"G2621","Columns Insitu concrete","G262","G","1.4"
"G2622","Columns Precast concrete","G262","G","1.4"
"G2623","Columns Steel","G262","G","1.4"
"G2624","Columns Mass concrete","G262","G","1.4"
"G263","Bracing","G26","G","1.4"
"G2631","Bracing Insitu concrete","G263","G","1.4"
"G2632","Bracing Precast concrete","G263","G","1.4"
"G2633","Bracing Steel","G263","G","1.4"
"G264","Piers and abutments","G26","G","1.4"
"G265","Trestle","G26","G","1.4"
"G266","Bearings","G26","G","1.4"
"G2661","Bearings Fixed","G266","G","1.4"
"G2662","Bearings Sliding bearing PTFE","G266","G","1.4"
"G2663","Bearings Roller","G266","G","1.4"
"G2664","Bearings Elastomeric","G266","G","1.4"
"G3","Fabric parts of elements","G","G","1.4"
"G31","Carcass structure fabric","G3","G","1.4"
"G311","Core fabric","G31","G","1.4"
"G312","Coverings external finishes","G31","G","1.4"
"G32","Openings","G3","G","1.4"
"G321","Windows","G32","G","1.4"
"G3211","Windows External","G321","G","1.4"
"G3212","Windows Internal","G321","G","1.4"
"G322","Doors","G32","G","1.4"
"G3221","Doors_External","G32","G","1.4"
"G3222","Doors_Internal","G32","G","1.4"
"G323","Openings","G32","G","1.4"
"G3231","Openings_Arches","G32","G","1.4"
"G324","Combined Openings","G32","G","1.4"
"G325","Rooflights","G32","G","1.4"
"G33","Internal finishes","G3","G","1.4"
"G331","Internal finishes Floors","G33","G","1.4"
"G3311","Internal finishes Floors Direct","G331","G","1.4"
"G3312","Internal finishes Floors Raised","G331","G","1.4"
"G332","Internal finishes Ceilings Soffit","G33","G","1.4"
"G3321","Internal finishes Ceilings Soffit Direct","G332","G","1.4"
"G3322","Internal finishes Ceilings Soffit Suspended","G332","G","1.4"
"G333","Internal finishes Wall","G33","G","1.4"
"G334","Internal finishes Other","G33","G","1.4"
"G34","Other parts of fabric elements","G3","G","1.4"
"G4","Fittings furniture equipment FFE","G","G","1.4"
"G41","FFE Circulation","G4","G","1.4"
"G411","FFE Circulation Access","G41","G","1.4"
"G4111","FFE Circulation Access Depot and plant equipment access","G411","G","1.4"
"G42","FFE Rest work","G4","G","1.4"
"G43","FFE Culinary","G4","G","1.4"
"G44","FFE Sanitary hygiene","G4","G","1.4"
"G45","FFE Cleaning maintenance CM","G4","G","1.4"
"G451","FFE Cleaning maintenance Depot cleaning and maintenance","G45","G","1.4"
"G4511","FFE Cleaning maintenance Depot cleaning and maintenance Cleaning equipment","G451","G","1.4"
"G4512","FFE Cleaning maintenance Depot cleaning and maintenance Equipment maintenance","G451","G","1.4"
"G4513","FFE Cleaning maintenance Depot cleaning and maintenance De-icing","G451","G","1.4"
"G46","FFE Storage screening","G4","G","1.4"
"G47","FFE Works or art and soft furnishings","G4","G","1.4"
"G471","FFE Works or art and soft furnishings Works of art","G47","G","1.4"
"G472","FFE Works or art and soft furnishings Soft furnishings","G47","G","1.4"
"G48","FFE Special activity","G4","G","1.4"
"G49","FFE Other","G4","G","1.4"
"G491","FFE Other General equipment","G49","G","1.4"
"G4911","FFE Other General equipment Depot and plant","G491","G","1.4"
"G492","FFE Other Monitoring equipment","G49","G","1.4"
"G4921","FFE Other Monitoring equipment Track based","G492","G","1.4"
"G4922","FFE Other Monitoring equipment Test equipment","G492","G","1.4"
"G493","FFE Other Workshop equipment","G49","G","1.4"
"G494","FFE Other Lifting equipment","G49","G","1.4"
"G5","Services elements","G","G","1.4"
"G50","Water supply","G5","G","1.4"
"G501","Water supply Cold water","G50","G","1.4"
"G502","Water supply Hot water","G50","G","1.4"
"G503","Water supply Bore Hole","G50","G","1.4"
"G504","Water supply Water Reclamation","G50","G","1.4"
"G51","Gas and liquid supply","G5","G","1.4"
"G511","Gas supply","G51","G","1.4"
"G5111","Gas supply Natural","G511","G","1.4"
"G5112","Gas supply Liquefied petroleum","G511","G","1.4"
"G5113","Gas supply Biogas","G511","G","1.4"
"G5114","Gas supply Compressed air","G511","G","1.4"
"G5115","Gas supply Medical","G511","G","1.4"
"G5116","Gas supply Laboratory","G511","G","1.4"
"G512","Liquid fuel supply","G51","G","1.4"
"G5121","Liquid fuel supply Diesel","G512","G","1.4"
"G5122","Liquid fuel supply Petrol","G512","G","1.4"
"G5123","Liquid fuel supply Fuel oil","G512","G","1.4"
"G5124","Liquid fuel supply Biofuel","G512","G","1.4"
"G513","Steam supply","G51","G","1.4"
"G5131","Steam and condensate","G513","G","1.4"
"G52","Heating ventilation and air conditioning","G5","G","1.4"
"G521","Heating","G52","G","1.4"
"G5211","Heating Low temperature hot water","G521","G","1.4"
"G5212","Heating Medium temperature hot water","G521","G","1.4"
"G5213","Heating Steam","G521","G","1.4"
"G522","Cooling","G52","G","1.4"
"G5221","Cooling Chilled water","G522","G","1.4"
"G5222","Cooling Refrigerant","G522","G","1.4"
"G523","Heating and cooling","G52","G","1.4"
"G5231","Heating and cooling Heat pump","G523","G","1.4"
"G5232","Heating and cooling Variable refrigerant flow","G523","G","1.4"
"G5233","Heating and cooling Underfloor heating and cooling","G523","G","1.4"
"G5234","Heating and cooling Climatic ceiling and beam","G523","G","1.4"
"G524","Air conditioning","G52","G","1.4"
"G5241","Air conditioning All air","G524","G","1.4"
"G5242","Air conditioning Fan coil unit","G524","G","1.4"
"G5243","Air conditioning Induction unit","G524","G","1.4"
"G5245","Air conditioning Local","G524","G","1.4"
"G5246","Air conditioning Air handling unit","G524","G","1.4"
"G525","Ventilation","G52","G","1.4"
"G5251","Ventilation Supply and extract","G525","G","1.4"
"G52511","Ventilation Supply and extract Smoke and heat control","G5251","G","1.4"
"G5252","Ventilation Extract","G525","G","1.4"
"G52521","Ventilation Extract Washroom","G5252","G","1.4"
"G52522","Ventilation Extract Kitchen","G5252","G","1.4"
"G52523","Ventilation Extract Car parking","G5252","G","1.4"
"G52524","Ventilation Extract Dust collection systems","G5252","G","1.4"
"G52525","Ventilation Extract Safety cabinet and fume cupboard extract systems","G5252","G","1.4"
"G52526","Ventilation Extract Industrial fume extract systems","G5252","G","1.4"
"G52527","Ventilation Extract Tunnel ventilation","G5252","G","1.4"
"G5253","Ventilation Supply","G525","G","1.4"
"G529","Heating ventilation and air conditioning For special activity","G52","G","1.4"
"G5291","Heating ventilation and air conditioning For special activity Cold room","G529","G","1.4"
"G5292","Heating ventilation and air conditioning For special activity Ice pad","G529","G","1.4"
"G53","Electric power","G5","G","1.4"
"G531","Electric power supply","G53","G","1.4"
"G5311","Electric power supply High voltage","G531","G","1.4"
"G5312","Electric power supply Low voltage","G531","G","1.4"
"G5313","Electric power supply Generator","G531","G","1.4"
"G5314","Electric power supply Wind power","G531","G","1.4"
"G5315","Electric power supply Photovoltaic","G531","G","1.4"
"G5316","Emergency power supply equipment","G531","G","1.4"
"G53161","Emergency power supply equipment Local","G5316","G","1.4"
"G53162","Emergency power supply equipment Central","G5316","G","1.4"
"G532","Electric power Distribution","G53","G","1.4"
"G5321","Electric power Distribution High voltage","G532","G","1.4"
"G5322","Electric power Distribution Low voltage","G532","G","1.4"
"G5323","Electric power Distribution Small power","G532","G","1.4"
"G5324","Electric power Distribution Extra low voltage power","G532","G","1.4"
"G5325","Electric power Distribution Direct Current power","G532","G","1.4"
"G5326","Electric power Distribution Uninterruptible power","G532","G","1.4"
"G533","Electric power Monitoring and control","G53","G","1.4"
"G5331","Electric power Monitoring and control measuring","G533","G","1.4"
"G53311","Electric power Monitoring and control measuring Metering","G5331","G","1.4"
"G5332","Electric power Monitoring and control measuring Control","G533","G","1.4"
"G53321","Electric power Monitoring and control measuring Control Prevention","G5332","G","1.4"
"G534","Electric power Monitoring and control Electrical terminals","G53","G","1.4"
"G539","Electric power Monitoring and control For special activity","G53","G","1.4"
"G54","Electric power Lighting","G5","G","1.4"
"G541","General lighting","G54","G","1.4"
"G5411","General lighting Internal","G541","G","1.4"
"G5412","General lighting External","G541","G","1.4"
"G542","General lighting Emergency","G54","G","1.4"
"G5421","General lighting Emergency Self contained","G542","G","1.4"
"G5422","General lighting Emergency Central battery","G542","G","1.4"
"G5423","General lighting Emergency Static inverter","G542","G","1.4"
"G543","General lighting Monitoring and control","G54","G","1.4"
"G549","General lighting For special activity","G54","G","1.4"
"G5491","General lighting For special activity Underwater lighting systems","G549","G","1.4"
"G55","Communications","G5","G","1.4"
"G551","Communications Public address","G55","G","1.4"
"G5511","Communications Public address Voice","G551","G","1.4"
"G5512","Communications Public address Music","G551","G","1.4"
"G552","Communications Visual display","G55","G","1.4"
"G5521","Communications Signs","G552","G","1.4"
"G55211","Communications Signs Illuminated","G5521","G","1.4"
"G55212","Communications Signs Advertisement","G5521","G","1.4"
"G5522","Communications Visual display Signs Clocks","G552","G","1.4"
